tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,jenis_kelamin,jumlah
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,Laki-laki,1240
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,Laki-laki,1220
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,Laki-laki,412
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,Laki-laki,418
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,Laki-laki,953
2016,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,Laki-laki,573
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,Laki-laki,408
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,Laki-laki,2542
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Laki-laki,3178
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Laki-laki,2531
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Laki-laki,1846
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,Laki-laki,3852
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Laki-laki,1979
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Laki-laki,5025
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Laki-laki,3959
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Laki-laki,2768
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Laki-laki,5124
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Laki-laki,3830
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Laki-laki,5903
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Laki-laki,4613
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,Laki-laki,6157
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Laki-laki,3638
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Laki-laki,6633
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Laki-laki,4370
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Laki-laki,6111
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,Laki-laki,1319
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,Laki-laki,1614
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,Laki-laki,4394
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,Laki-laki,5823
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,Laki-laki,2961
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,Laki-laki,3434
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Laki-laki,4301
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Laki-laki,6884
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Laki-laki,3973
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,Laki-laki,4695
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Laki-laki,4497
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,Laki-laki,1503
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,Laki-laki,598
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Laki-laki,2432
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,Laki-laki,572
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Laki-laki,3913
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-laki,3845
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-laki,7168
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-laki,6826
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-laki,4090
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-laki,2341
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Laki-laki,7231
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Laki-laki,4557
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,Laki-laki,3870
2016,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Laki-laki,7923
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-laki,17219
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-laki,2273
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-laki,5939
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-laki,12167
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-laki,6456
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-laki,6468
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-laki,10413
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-laki,7203
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-laki,5534
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-laki,9291
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-laki,11218
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-laki,8271
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,Laki-laki,5409
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-laki,12957
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,Laki-laki,11041
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-laki,6325
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-laki,7470
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-laki,7966
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,Laki-laki,8539
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-laki,10196
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,Laki-laki,5677
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,Laki-laki,14906
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-laki,6740
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,Laki-laki,7762
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-laki,12935
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-laki,5697
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-laki,13966
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-laki,4301
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-laki,4351
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-laki,7139
2016,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-laki,5383
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-laki,10803
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-laki,13272
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-laki,10494
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-laki,5503
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-laki,24308
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-laki,13796
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-laki,2318
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-laki,2320
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-laki,4153
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-laki,4138
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-laki,3324
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-laki,5423
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-laki,5911
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-laki,1886
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-laki,2946
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-laki,2194
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-laki,1669
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-laki,906
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-laki,2601
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-laki,752
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-laki,1489
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-laki,1492
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-laki,4035
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-laki,3199
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-laki,3902
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,Laki-laki,3284
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-laki,4947
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,Laki-laki,4603
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-laki,3276
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-laki,3353
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-laki,377
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-laki,2202
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-laki,8385
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-laki,6284
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-laki,6290
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-laki,3739
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-laki,8360
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-laki,6662
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-laki,4833
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-laki,11732
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-laki,12664
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-laki,13752
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,KAMAL,Laki-laki,9625
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-laki,12071
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,Laki-laki,9793
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,Laki-laki,2734
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Laki-laki,4255
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,Laki-laki,4693
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Laki-laki,4941
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Laki-laki,3654
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-laki,8807
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-laki,6339
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-laki,5029
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-laki,7111
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-laki,6405
2016,PROVINSI DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-laki,3637
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-laki,2806
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-laki,3302
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-laki,6498
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-laki,6403
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-laki,6315
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-laki,4049
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-laki,5237
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-laki,440
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-laki,396
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-laki,2589
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-laki,1591
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-laki,4898
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-laki,4854
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-laki,534
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-laki,1036
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-laki,3321
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-laki,3676
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-laki,7539
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-laki,6020
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-laki,2298
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-laki,3877
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-laki,6202
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-laki,4249
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-laki,6661
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-laki,9918
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-laki,6007
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-laki,7716
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-laki,7257
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-laki,8966
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-laki,6608
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-laki,7159
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-laki,7283
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-laki,6786
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-laki,8241
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-laki,5813
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-laki,7636
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-laki,3593
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-laki,4301
2016,PROVINSI DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-laki,305
